FOB,Region,Regulating Agency,Water System No,Water System Name,Principal County Served,"Principal County Served, State",Federal Water System Type CODE,Federal Water System Type,State Water System Type CODE,State Water System Type,Water System Status CODE,System Status,Owner Type CODE,Owner Type,Primary Water Source Type CODE,Primary Water Source Type,Residential Population,Non-Transient Population,Transient Population,Total Population,Number of Agricultural Service Connections (AG),Number of Combined Service Connections (CB),Number of Commercial Service Connections (CM),Number of Institutional Service Connections (IN),Number of Residential Service Connections (RS),Total Number of Service Connections,Fee Code,Fee Code Description,Date of Sanitary Survey visit (SNSV Visit Date),CITY,Treatment Plant Class CODE,Treatment Plant Class,Distribution System Class CODE,Distribution System Class
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA75 - SHASTA COUNTY,CA4500061,PG&E - CASSEL CAMPGROUND,SHASTA,"SHASTA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,80,80,0,NULL,10,0,0,10,N1,Transient Non-Community Water System,9/19/2023,CASSEL,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA75 - SHASTA COUNTY,CA4500083,PG&E - MCCUMBER CAMPGROUND,SHASTA,"SHASTA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,40,40,0,NULL,1,0,0,1,N1,Transient Non-Community Water System,6/11/2020,SHINGLETOWN,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA75 - SHASTA COUNTY,CA4500086,PG&E - NORTHSHORE CAMPGROUND,SHASTA,"SHASTA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,75,75,0,NULL,10,0,0,10,N1,Transient Non-Community Water System,6/11/2020,BURNEY,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA75 - SHASTA COUNTY,CA4500243,PG&E - PSEA  CAMP BRITTON,SHASTA,"SHASTA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,52,52,0,NULL,2,0,0,2,N1,Transient Non-Community Water System,8/18/2023,BURNEY,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA75 - SHASTA COUNTY,CA4500245,PG&E - PSEA CAMP PIT,SHASTA,"SHASTA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,108,108,0,NULL,18,0,0,18,N1,Transient Non-Community Water System,8/18/2023,BIG BEND,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA75 - SHASTA COUNTY,CA4500244,PG&E - PSEA CAMP SHASTA,SHASTA,"SHASTA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,1,44,45,0,NULL,10,0,0,10,N1,Transient Non-Community Water System,8/18/2023,BURNEY,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA34 - BUTTE COUNTY,CA0409187,PG&E - TABLE MOUNTAIN,BUTTE,"BUTTE, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,25,NULL,25,0,NULL,1,0,0,1,,,9/23/2021,OROVILLE,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,LPA50 - MADERA COUNTY,CA2000670,PG&E AG WISHON POWERHOUSE,MADERA,"MADERA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,26,26,0,NULL,9,0,0,9,NULL,,6/14/2022,NORTH FORK,NULL,,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 23 - FRESNO,CA1000548,PG&E AUBERRY SERVICE CENTER,FRESNO,"FRESNO, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,25,NULL,25,0,NULL,4,0,0,4,SP,Non-Transient Non-Community Water System,12/3/2020,AUBERRY,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 23 - FRESNO,CA1009129,PG&E BALCH CAMP,FRESNO,"FRESNO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,SW,Surface Water,11,NULL,45,56,0,NULL,0,0,28,28,N1,Transient Non-Community Water System,7/28/2022,SIERRA NATL FOREST,T2,Treatment Operator Level 2,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA62 - PLUMAS COUNTY,CA3200016,PG&E COOL SPRINGS CG,PLUMAS,"PLUMAS, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,52,52,0,NULL,2,0,0,2,N1,Transient Non-Community Water System,6/23/2022,PRATTVILLE,NULL,,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,LPA50 - MADERA COUNTY,CA2000955,PG&E GREGG SUBSTATION AND GC YARD,MADERA,"MADERA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,29,NULL,29,0,NULL,5,0,0,5,NULL,,5/4/2021,MADERA,NULL,,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA62 - PLUMAS COUNTY,CA3200061,PG&E HASKINS VALLEY CG,PLUMAS,"PLUMAS, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,150,150,0,NULL,3,0,0,3,N1,Transient Non-Community Water System,6/8/2021,BUCKS LAKE,NULL,,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 23 - FRESNO,CA1009256,PG&E HELMS HQ/POWERHOUSE,FRESNO,"FRESNO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,30,30,0,NULL,17,0,0,17,N1,Transient Non-Community Water System,9/12/2023,SHAVER LAKE,T2,Treatment Operator Level 2,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 23 - FRESNO,CA1000472,PG&E HELMS SUPPORT FACILITY,FRESNO,"FRESNO, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,40,NULL,NULL,40,0,NULL,0,0,22,22,SC,Small Community,9/12/2023,SHAVER LAKE,T2,Treatment Operator Level 2,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA62 - PLUMAS COUNTY,CA3200015,PG&E LAST CHANCE CG,PLUMAS,"PLUMAS, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,25,25,NULL,NULL,1,NULL,NULL,1,N1,Transient Non-Community Water System,6/12/2019,CHESTER,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA32 - ALPINE COUNTY,CA0202554,PG&E LOWER BLUE LAKES C.G.,ALPINE,"ALPINE, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,25,25,0,NULL,1,0,0,1,N1,Transient Non-Community Water System,8/6/2024,SACRAMENTO,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 17 - SANTA CLARA,CA4300971,PG&E METCALF,SANTA CLARA,"SANTA CLARA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,100,NULL,100,0,NULL,1,0,0,1,SP,Non-Transient Non-Community Water System,4/17/2023,SAN JOSE,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA32 - ALPINE COUNTY,CA0202552,PG&E MIDDLE BLUE LAKES C.G.,ALPINE,"ALPINE, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,25,25,0,NULL,1,0,0,1,N1,Transient Non-Community Water System,8/14/2024,SACRAMENTO,NULL,,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,LPA50 - MADERA COUNTY,CA2000733,PG&E OAKHURST SERVICE CENTER,MADERA,"MADERA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,40,NULL,40,0,NULL,1,0,0,1,,,10/4/2023,OAKHURST,NULL,,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA62 - PLUMAS COUNTY,CA3200017,PG&E PONDEROSA FLAT CG,PLUMAS,"PLUMAS, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,150,150,0,NULL,3,0,0,3,N1,Transient Non-Community Water System,6/23/2022,PRATTVILLE,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA62 - PLUMAS COUNTY,CA3200084,PG&E ROCKY POINT CG,PLUMAS,"PLUMAS, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,12,300,312,0,NULL,7,0,0,7,N1,Transient Non-Community Water System,6/2/2021,CANYON DAM,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA62 - PLUMAS COUNTY,CA3200166,PG&E RODGERS FLAT SERVICE CENTER,PLUMAS,"PLUMAS, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,39,NULL,39,0,NULL,1,0,0,1,SP,Non-Transient Non-Community Water System,5/28/2024,BELDEN,NULL,,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 23 - FRESNO,CA1000393,PG&E TRAPPER SPRINGS CAMPGRND,FRESNO,"FRESNO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,45,45,0,NULL,12,0,0,12,N1,Transient Non-Community Water System,8/14/2019,DINKEY CREEK,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA32 - ALPINE COUNTY,CA0202557,PG&E UPPER BLUE DAM SITE EXPANSION CG,ALPINE,"ALPINE, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,25,25,0,NULL,1,0,0,1,N1,Transient Non-Community Water System,8/14/2024,SACRAMENTO,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA32 - ALPINE COUNTY,CA0202556,PG&E UPPER BLUE LAKES C.G.,ALPINE,"ALPINE, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,25,25,0,NULL,5,0,0,5,N1,Transient Non-Community Water System,9/4/2018,NULL,T1,Treatment Operator Level 1,NULL,
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA34 - BUTTE COUNTY,CA0400103,PG&E: PHILBROOK DAM,BUTTE,"BUTTE, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,40,40,0,NULL,4,0,0,4,N1,Transient Non-Community Water System,6/2/2022,PHILBROOK,NULL,,NR,Not Required
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,DISTRICT 13 - SAN BERNARDINO,CA3610120,PHELAN PINON HILLS CSD,SAN BERNARDINO,"SAN BERNARDINO, California",C,Community,C,Community,A,Active,L,Local,GW,Groundwater,23585,NULL,NULL,23585,0,NULL,102,0,7102,7204,DAVCL,Disadvantaged Large Community Water System,7/1/2021,PHELAN,TD,Treatment or distribution operator of any grade,D4,Distribution Operator Level 4
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,LPA58 - NAPA COUNTY,CA2800609,PHELPS VINEYARDS,NAPA,"NAPA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,6,50,19356,19412,1,NULL,4,2,3,10,N1,Transient Non-Community Water System,6/11/2024,ST. HELENA,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,LPA57 - MONTEREY COUNTY,CA2702373,PHENEGER CREEK WS,MONTEREY,"MONTEREY, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GU,Groundwater UDI Surface Water,NULL,29,227,256,0,NULL,2,0,0,2,SP,Non-Transient Non-Community Water System,9/12/2023,BIG SUR,T2,Treatment Operator Level 2,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,LPA70 - SAN LUIS OBISPO COUNTY,CA4000225,"PHILLIPS 66 COMPANY, SANTA MARIA FACILIT",SAN LUIS OBISPO,"SAN LUIS OBISPO, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,140,NULL,140,0,NULL,1,0,0,1,SP,Non-Transient Non-Community Water System,2/8/2023,ARROYO GRANDE,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,LPA69 - SAN JOAQUIN COUNTY,CA3901176,PHILLIPS FARMS,SAN JOAQUIN,"SAN JOAQUIN, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,30,300,330,0,NULL,1,0,1,2,N1,Transient Non-Community Water System,11/22/2019,LODI,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,DISTRICT 01 - KLAMATH,CA1200541,PHILLIPSVILLE C.S.D.,HUMBOLDT,"HUMBOLDT, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,300,NULL,NULL,300,0,NULL,2,0,78,80,DAVCS,Disadvantaged Small Community Water System,9/23/2021,PHILLIPSVILLE,T2,Treatment Operator Level 2,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,DISTRICT 28 - YOSEMITE,CA5510026,PHOENIX LAKE ESTATES CC MWC,TUOLUMNE,"TUOLUMNE, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,1168,NULL,NULL,1168,0,NULL,3,0,355,358,SC,Small Community,12/9/2021,SONORA,NULL,,D2,Distribution Operator Level 2
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,LPA58 - NAPA COUNTY,CA2800048,PIAZZA WINERY,NAPA,"NAPA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,19,80,99,0,NULL,1,0,0,1,NULL,,2/12/2021,NAPA,NULL,,NR,Not Required
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,DISTRICT 26 - IMPERIAL,CA1310300,PICACHO STATE RESERVATION AREA,IMPERIAL,"IMPERIAL, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,S,State Government,GW,Groundwater,3,2,150,155,0,NULL,0,0,3,3,N1,Transient Non-Community Water System,5/16/2019,WINTERHAVEN,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,LPA58 - NAPA COUNTY,CA2800113,PICKETT ROAD WINE COMPANY,NAPA,"NAPA, California",NP,Non-Public,LSS,Local State Small Systems,A,Active,P,Private,GW,Groundwater,NULL,NULL,20,20,0,NULL,0,0,1,1,NULL,,7/28/2021,CALISTOGA,NULL,,NR,Not Required
SOUTHERN CALIFORNIA FOB,SECTION V - SOUTHERN CA SECTION,DISTRICT 07 - HOLLYWOOD,CA1910042,"PICO RIVERA - CITY, WATER DEPT.",LOS ANGELES,"LOS ANGELES, California",C,Community,C,Community,A,Active,L,Local,GW,Groundwater,40600,NULL,NULL,40600,NULL,NULL,727,NULL,8747,9474,C1,Large Water System,5/26/2022,PICO RIVERA,TD,Treatment or distribution operator of any grade,D3,Distribution Operator Level 3
SOUTHERN CALIFORNIA FOB,SECTION V - SOUTHERN CA SECTION,DISTRICT 07 - HOLLYWOOD,CA1910125,PICO WD,LOS ANGELES,"LOS ANGELES, California",C,Community,C,Community,A,Active,L,Local,GW,Groundwater,22051,NULL,NULL,22051,NULL,NULL,488,2,4791,5281,C1,Large Water System,8/24/2022,PICO RIVERA,TD,Treatment or distribution operator of any grade,D3,Distribution Operator Level 3
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 03 - MENDOCINO,CA1700630,PIER 1900 HOMEOWNER'S ASSOCIATION,LAKE,"LAKE, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,152,NULL,NULL,152,0,NULL,0,0,54,54,SC,Small Community,11/14/2019,LAKEPORT,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 24 - TULARE,CA5400732,PIERPOINT SPRINGS WATER CO.,TULARE,"TULARE, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,33,NULL,13,46,0,NULL,2,1,81,84,SC,Small Community,4/29/2021,SPRINGVILLE,NULL,,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 17 - SANTA CLARA,CA4100553,PIGEON POINT YOUTH HOSTEL,SAN MATEO,"SAN MATEO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,S,State Government,GW,Groundwater,5,6,56,67,0,NULL,1,0,0,1,N1,Transient Non-Community Water System,8/1/2018,PESCADERO,NULL,,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,LPA50 - MADERA COUNTY,CA2000526,PIKE RANCH MUTUAL WATER CO,MADERA,"MADERA, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,74,NULL,NULL,74,0,NULL,0,0,20,20,NULL,,6/10/2024,OAKHURST,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,LPA43 - IMPERIAL COUNTY,CA1300559,PILOT KNOB RV RESORT,IMPERIAL,"IMPERIAL, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,500,500,0,NULL,4,0,0,4,N1,Transient Non-Community Water System,9/6/2022,WINTERHAVEN,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,DISTRICT 02 - LASSEN,CA4600008,PILOT LAKE CAMP,SIERRA,"SIERRA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,25,25,NULL,NULL,1,NULL,NULL,1,N1,Transient Non-Community Water System,7/29/2022,GIBSONVILLE,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA87 - YOLO COUNTY,CA5700552,PILOT TRAVEL CENTER #168 - WATER,YOLO,"YOLO, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,82,NULL,82,0,NULL,3,0,0,3,SP,Non-Transient Non-Community Water System,12/11/2020,DUNNIGAN,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 03 - MENDOCINO,CA1700628,PINE ACRES BLUE LAKE RESORT,LAKE,"LAKE, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,25,25,0,NULL,41,0,0,41,N1,Transient Non-Community Water System,2/14/2018,UPPER LAKE,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA62 - PLUMAS COUNTY,CA3200156,PINE AIRE MOTEL RESORT,PLUMAS,"PLUMAS, California",NP,Non-Public,SSWS,State Small Water Systems,A,Active,P,Private,GW,Groundwater,NULL,NULL,18,18,0,NULL,0,0,8,8,DD,Dead and Done (Not Active),NULL,TWAIN,NULL,,NULL,
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA39 - EL DORADO COUNTY,CA0900667,PINE CONE TRAILER PARK,EL DORADO,"EL DORADO, California",NP,Non-Public,SSWS,State Small Water Systems,A,Active,P,Private,GW,Groundwater,18,NULL,NULL,18,NULL,NULL,NULL,NULL,9,9,XS,State Small Water System,6/28/2024,SOUTH LAKE TAHOE,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,DISTRICT 01 - KLAMATH,CA5301008,PINE COVE RV PARK,TRINITY,"TRINITY, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,168,15,40,223,0,NULL,0,0,81,81,SC,Small Community,4/27/2023,LEWISTON,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,DISTRICT 20 - RIVERSIDE,CA3310030,PINE COVE WATER DISTRICT,RIVERSIDE,"RIVERSIDE, California",C,Community,C,Community,A,Active,L,Local,GW,Groundwater,1540,NULL,NULL,1540,0,NULL,0,0,1116,1116,C1,Large Water System,12/2/2020,IDYLLWILD,T1,Treatment Operator Level 1,D2,Distribution Operator Level 2
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,DISTRICT 13 - SAN BERNARDINO,CA1400006,PINE CREEK VILLAGE,INYO,"INYO, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,240,NULL,NULL,240,0,NULL,0,0,89,89,SC,Small Community,10/27/2022,BISHOP,NULL,,D1,Distribution Operator Level 1
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,LPA56 - MONO COUNTY,CA2600509,PINE GLADE ASSOCIATION,MONO,"MONO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,L,Local,GW,Groundwater,NULL,NULL,50,50,0,NULL,0,0,48,48,N1,Transient Non-Community Water System,9/5/2023,CROWLEY LAKE,NULL,,NR,Not Required
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,LPA56 - MONO COUNTY,CA2600610,PINE GROVE CAMPGROUND,MONO,"MONO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,F,Federal Government,GW,Groundwater,NULL,NULL,120,120,0,NULL,0,0,6,6,NULL,,6/21/2024,CROWLEY LAKE,NULL,,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,DISTRICT 10 - STOCKTON,CA0310005,PINE GROVE COMM SERV DIST,AMADOR,"AMADOR, California",C,Community,C,Community,A,Active,L,Local,SWP,Surface Water Purchased,1141,NULL,NULL,1141,0,NULL,61,0,349,410,DAVCS,Disadvantaged Small Community Water System,2/6/2024,PINE GROVE,NULL,,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA75 - SHASTA COUNTY,CA4500290,PINE GROVE MOBILEHOME PARK,SHASTA,"SHASTA, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,53,NULL,NULL,53,0,NULL,0,0,19,19,SC,Small Community,2/24/2022,MCARTHUR,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,DISTRICT 01 - KLAMATH,CA0800800,PINE GROVE TRAILER PARK,DEL NORTE,"DEL NORTE, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,100,NULL,NULL,100,0,NULL,0,0,51,51,SC,Small Community,11/1/2022,CRESCENT CITY,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,DISTRICT 14 - SAN DIEGO,CA3710055,PINE HILL EGG RANCH,SAN DIEGO,"SAN DIEGO, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,80,NULL,80,NULL,NULL,1,NULL,NULL,1,SP,Non-Transient Non-Community Water System,NULL,RAMONA,NULL,,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA62 - PLUMAS COUNTY,CA3200116,PINE HILL MOTEL,PLUMAS,"PLUMAS, California",NP,Non-Public,SSWS,State Small Water Systems,A,Active,P,Private,GW,Groundwater,NULL,NULL,24,24,0,NULL,0,0,8,8,N1,Transient Non-Community Water System,6/20/1996,QUINCY,NULL,,NULL,
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4900674,PINE HILL TERRACE MOBILE HOME PARK,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,27,NULL,NULL,27,0,NULL,0,0,23,23,SC,Small Community,4/26/2018,SEBASTOPOL,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,DISTRICT 26 - IMPERIAL,CA3700905,PINE HILLS MUTUAL WATER COMPANY,SAN DIEGO,"SAN DIEGO, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,380,133,247,760,0,NULL,3,0,229,232,SC,Small Community,6/1/2022,JULIAN,T2,Treatment Operator Level 2,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 03 - MENDOCINO,CA2300591,PINE MOUNTAIN MUTUAL WATER CO.,MENDOCINO,"MENDOCINO, California",C,Community,C,Community,A,Active,P,Private,SW,Surface Water,310,NULL,NULL,310,0,NULL,0,0,124,124,SC,Small Community,12/16/2022,WILLITS,T2,Treatment Operator Level 2,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA75 - SHASTA COUNTY,CA4500089,PINE RIDGE PARK ESTATES,SHASTA,"SHASTA, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,44,NULL,NULL,44,0,NULL,0,0,26,26,SC,Small Community,6/27/2024,SHINGLETOWN,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
